ID,Title of Artwork,Year,Street Address,Address Data,Primary Artist,Type,Current Status,Property Ownership,Agency or Insitution,Stewardship Responsibility,Program ,Artist Assistants ,Architect,Creation/Dedication Date,Arts District,City,State,Zipcode,Location Name,Location Description,Related Property,Indoor/Outdoor Accessible,Medium,Description of Artwork,General Images,Subject (Person),Comments and Notes,Dimensions,Primary Artist Gender,Fabricator,Maintenance/Conservation Notes,Save Outdoor Sculpture file on record,Funding Source,Wikipedia URL,Year Accuracy,osm_id,Council District,Neighborhood,Community Statistical Area (CSA),4 digit UID,Survey,Activity,Activity Notes,Ownership Accuracy,Latitude,Longitude,Modified
1975.014.BWB.JaAda,[Unknown],1975,3101 Pulaski Highway,,James Adajian,Mural,missing,,,City of Baltimore - BOPA,Beautiful Walls for Baltimore (BOPA),Theodore Shannon,,,,Baltimore,MD,21224,,South side of house facing Robinson Street,,Outdoor,painted mural,No Longer Visible,"1975.014.BWB.JaAda (5).jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/XiUQDX-LG3Y7vEwa4-x2UA/YSrNQ-7EfaCleVt9kuKkDqPe4rrz6CnxhjxrYVY_mwY-386SyBbsA9ew-wpJUX5L/7AyFC0ztje3vrpWCDnJ0ELe8LeV045rH2fM0SZMhvKE),1975.014.BWB.JaAda (4).jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/MJiIKanYZa6DzqJ0k5qY3w/inN6o3e9OYpcRTloPiEQg4p9UnYY6h5TrDGy6PUxY6MZ0hnBocv9jDDMd8-phcGm/JbEd6z3giFPHss6K5FcmY1rNoCsD0-jGstto0h6tWW0),1975.014.BWB.JaAda (2).jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/CYWqPzs_oa8drGB2UIX3gQ/C5tsOeAoQTqhplIx0Goi5PcpePE29qiOx76Zm57MkOPbwOVkZyyZyWjkxGOJ5hGx/dRjJxy-Jhd6fH6he2H-QLGT2d6FlSkbmU-Ocj9MbOCg)",,,,Male,,,,,,,,District 13,Ellwood Park/Monument,Patterson Park North & East,2202,,,,,39.2952311,-76.5732271,12/8/2022 2:54pm
1975.028.BWB.MoGos,[Unknown],1975,498 Payson Street,,Monique Goss,Mural,missing,,,City of Baltimore - BOPA,Beautiful Walls for Baltimore (BOPA),Robert Maddox,,,,Baltimore,MD,21223,,South Facing Wall,,Outdoor,painted mural,No longer visible,"1975.028.BWB.MoGos.jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/HKzqYhLI-riGxv5rPTQs6Q/3OH8kCSub3xms6GoZKqWtbwDcCryH1AfOHGpBiCVRMcCuh2tXu7C8Wih4lbDvTWC/FEQl7iZE8g0np-YZnYiFssY_cKEB2sz2l4R3xwcPLmA),1975.028.BWB.MoGos (3).jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/Ias0fua3-ptGox9xxAQY5A/f0t2oTk-VtW9N9fQRw0roUH83mez-KIIMAzVLcTylN_CW6wHn5A4I_1-mILbwEnT/ZiYQxcxFtMZNFRXYWbvRUAZZI55Y--kZhAosi-rq6AQ),1975.028.BWB.MoGos (2).jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/uqKfHFR9UPhFqQhySnItqg/tHc9pD1bWyNfeEafjFmgA9sOV6Bu-na-2TLU45eTP1oRDxZxt5RaTGS0fPcldDUb/n2FLB9GxgeArRHssdWwldVI67-mqSzrCSP64DDWd7Qg),1975.028.BWB.MoGos-Photo1975.jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/nboFdl2jyxu4hUEAUAjUAA/ISP7opiPhaLp4tdP2zPbdj2W6eQPIElLeh6fuWy2UgyBTFMTH3PiUpB2PpBVfc_8ICCWe0El81CEmyM0Osrejw/ylOWvPDiQUdgnvzB0wslhtddY71vT2Uj5NI_Dp2vEKc),1975.028.BWB.MoGos-Photo1975 (6).jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/jRwRegAQa13kr9TysDKR-w/D0jNX43dwYFp1uEaNLDmpjJXnvhGjHf3YdO1PuBX02q5EyNGAGBM8LDNSmLF2E7ammDODyKCVvMaKYsUzVgukg/A0DZcTR65JCzZa_xdXmnYDf7uAWCytW8q4rWPLyvT5c),1975.028.BWB.MoGos-Photo1975 (5).jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/kUp4z2JFWOd_vb7ebkAgiw/qHu_ZEtx755F6-8iOJOzPxB3qdpfLhSM1FlfYgbd64JhCUJjPz9CRT_rU3tog0MDa_thEGec26ii-ctPTFP7tA/QvKoAvZFRJy1Uvw66jHI0i7HnN4pRpJ4gZwYOEb1Axc),1975.028.BWB.MoGos-Photo1975 (4).jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/TWWBOuHva5_XO095zXflmA/ZVrz241OZrcOaF6j2yYC3X-DT3sYvik89KwMabPr2-Koxb9wwR5OpI66VLdMKxsfndhe8Q_JWuPODKVEzu1_Uw/BtLjcoeUQmMEfWF231ajKIK3Qz-5_PMWOsxyPQNrp1s),1975.028.BWB.MoGos-Photo1975 (3).jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/cx0YVk_se99Jh11YyrT2Zw/y7WNBYRKJ62_kGi6-TZ-R8-BYyjisOWAPF8AgUu8Uph0mdEBo8mvIGnnI-AwRjGZaXbzq2skSLoUOIwieguj1Q/EVMMnKe4oU2wOlf1RPL5N9KjzpbnuKerJQA4xdpHZtE),1975.028.BWB.MoGos-Photo1975 (2).jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/wJTc_vozmNkkOrmhFbEb0g/Nw9gZwAYT2QVbiPK46gtW44MkTABCbu3B1rMqMVTArh_GMYYMBKQITfQ3LQe3SUhAWBtTOyDjGXMczqzs-0zHw/M-_k83BIpqOLNuLgWxFL2ozQbnctCzGUUSROimo5txQ),1975.028.BWB.MoGos.jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/-hpN19sY5WOvZn7U9RAuyw/uO-R3YxuchBF5LwxtUrI5O-Su3qwIpAV8xNcYz64lVLZgAMaC4Zf9DzEy6x96l56/HBI_oPfJCkG2fJGhzxiIK8h8zrF_c6GgpFd1AEoHQkI),1975.028.BWB.MoGos (2).jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/iDO_aig7sdyAttuRpE0OgA/u5h8i4Ux2JZKZqM-0SbvTZw0qutmKdcy9A8nicmYoKU3lDfeZTfvd7xNSQFCf1To/mg8FZDwYAp6_7hN4Gau9E2tRPNwIMWkG5NK7Lzu_514),1975.028.BWB.MoGos-Photo1975.jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/nboFdl2jyxu4hUEAUAjUAA/ISP7opiPhaLp4tdP2zPbdj2W6eQPIElLeh6fuWy2UgyBTFMTH3PiUpB2PpBVfc_8ICCWe0El81CEmyM0Osrejw/ylOWvPDiQUdgnvzB0wslhtddY71vT2Uj5NI_Dp2vEKc),1975.028.BWB.MoGos-Photo1975 (6).jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/jRwRegAQa13kr9TysDKR-w/D0jNX43dwYFp1uEaNLDmpjJXnvhGjHf3YdO1PuBX02q5EyNGAGBM8LDNSmLF2E7ammDODyKCVvMaKYsUzVgukg/A0DZcTR65JCzZa_xdXmnYDf7uAWCytW8q4rWPLyvT5c),1975.028.BWB.MoGos-Photo1975 (5).jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/kUp4z2JFWOd_vb7ebkAgiw/qHu_ZEtx755F6-8iOJOzPxB3qdpfLhSM1FlfYgbd64JhCUJjPz9CRT_rU3tog0MDa_thEGec26ii-ctPTFP7tA/QvKoAvZFRJy1Uvw66jHI0i7HnN4pRpJ4gZwYOEb1Axc),1975.028.BWB.MoGos-Photo1975 (4).jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/TWWBOuHva5_XO095zXflmA/ZVrz241OZrcOaF6j2yYC3X-DT3sYvik89KwMabPr2-Koxb9wwR5OpI66VLdMKxsfndhe8Q_JWuPODKVEzu1_Uw/BtLjcoeUQmMEfWF231ajKIK3Qz-5_PMWOsxyPQNrp1s),1975.028.BWB.MoGos-Photo1975 (3).jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/cx0YVk_se99Jh11YyrT2Zw/y7WNBYRKJ62_kGi6-TZ-R8-BYyjisOWAPF8AgUu8Uph0mdEBo8mvIGnnI-AwRjGZaXbzq2skSLoUOIwieguj1Q/EVMMnKe4oU2wOlf1RPL5N9KjzpbnuKerJQA4xdpHZtE),1975.028.BWB.MoGos-Photo1975 (2).jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/wJTc_vozmNkkOrmhFbEb0g/Nw9gZwAYT2QVbiPK46gtW44MkTABCbu3B1rMqMVTArh_GMYYMBKQITfQ3LQe3SUhAWBtTOyDjGXMczqzs-0zHw/M-_k83BIpqOLNuLgWxFL2ozQbnctCzGUUSROimo5txQ),1975.028.BWB.MoGos.jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/-hpN19sY5WOvZn7U9RAuyw/uO-R3YxuchBF5LwxtUrI5O-Su3qwIpAV8xNcYz64lVLZgAMaC4Zf9DzEy6x96l56/HBI_oPfJCkG2fJGhzxiIK8h8zrF_c6GgpFd1AEoHQkI),1975.028.BWB.MoGos (2).jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/iDO_aig7sdyAttuRpE0OgA/u5h8i4Ux2JZKZqM-0SbvTZw0qutmKdcy9A8nicmYoKU3lDfeZTfvd7xNSQFCf1To/mg8FZDwYAp6_7hN4Gau9E2tRPNwIMWkG5NK7Lzu_514)",,,,Female,,,,,,,,District 9,Carrollton Ridge,Southwest Baltimore,3602,,,,,39.2816469,-76.6478269,12/8/2022 2:54pm
1975.031.BWB.MoGos,[Unknown],1975,707 N. Broadway,,Monique Goss,Mural,,,,City of Baltimore - BOPA,Beautiful Walls for Baltimore (BOPA),"Ronald Spencer,Theodore Shannon",,,,Baltimore,MD,21205,John F. Kennedy Institute,,,Indoor,painted mural,,"1975.031.BWB.MoGos (3).jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/OkD6x5Di47ZeXT93TrJ77A/I9lqkhSSljR0_VA_r21qzZomRQpfzilB5PvDHVlgXKwO463GoIcbCj7G2dPDi4Pf/loZY6EJUlDC7IPXoJVX45l1bRRUoApbmcZxZtunxnkc),1975.031.BWB.MoGos.jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/14hk0JL8Tca-W5sHL95U9A/8uatOsnS4DKEZ0ef7ITZCo0KdZ4I6jt7c26bAt2mOfzVFnw3iWQ3nQ0zJSLS2FUE/Ac9yoGy--UdQn3vOXmjJQuUn6Je-mX2VSvHx2pT3dWw),1975.031.BWB.MoGos.jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/MYyeajXlWolybtQeLI0Bsg/WusZD-u8dHp9z9syi3lUoRKMdANLTuAe95noeFCvhwG_4ngwc_RMQVhB8KRoUNj-/ASylRauMbI_z513DQ757O8yxgfiRhPobDx4mWc2_uq0)",,,,Female,,,,,,,,District 12,Middle East,Oldtown/Middle East,9812,,,,,39.298441057501165,-76.59378448662466,12/8/2022 2:54pm
1975.021.BWB.NeGal,[Unknown],1975,1230 Light Street,,Neal Gallico,Mural,"damaged/disrepair,in place,covered",,,City of Baltimore - BOPA,Beautiful Walls for Baltimore (BOPA),Rodney Cook,,,,Baltimore,MD,21230,,North Side of Building,,Outdoor,painted mural,In-Fill Building covering mural,"1975.021.BWB.NeGal.jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/ZtOkbzD3e-Qme3H1QfSyIA/9jlsIMBkPqZWrKvvr9Mw0rGAZVj-aDxv70y7b0_1Nz6f-jb7qozS5xADTQ8T7gQQ/TE-hyaJ8VNIUZ_sO9t1a2zpQDlPLj-oKGc6mPH5ePKI),1975.021.BWB.NeGal (3).jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/U-a9rC6VIbysrG9_ARFVVg/CooEMH9WcpHACIUwhBfXWrt7ANnHHAls61hii7_yYhmJf-m6l2ZWdJ4ueBL6-qiy/99DHPfRC02uoousnxUa-cCqQNedHUPwYGATgdsNL7Hs),1975.021.BWB.NeGal (2).jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/Ghe4SBeA9_vE1IdDcNooDg/bqztwdSXpdhdaW6RGpLRxSO6QCouuv6B-TpbQk6ZkWAU5jZSs8JDVOWqPKV3O-63/Iyl4pfHuWwiGrpYlk2UcNE9glJeXCKTM5yjKTzcD-gA),1975.021.BWB.NeGal.jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/kLAT3wMJwFrhIDlEbtU0hw/LvOaEqdYrDEd1e2FEIUwKAi6f3WT-Qh1X_yfWzR8Q0t3sUZvLvpXfvnbcH6-EP5B/m5yIZdwzNwJf7rbjRANNzliHSYvZIFntdiej1gydXcQ),1975.021.BWB.NeGal (2).jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/icjzKQW9kAdAHG0B-dkDzg/TMlg3GVx_q94KmprNMXMHkC--52_tGP-zEPjK8ZaxC7yd0UPnpz3sT7-HFmoR-g_/ZDMlgkOy6ue0MWAJe6M6eNTRKatFT8bZfw1u3AX4aNA)",,,,Male,,,,,,,,District 11,Federal Hill,Inner Harbor/Federal Hill,6219,,,,, 39.275251,-76.612308,12/8/2022 2:54pm
1975.015.BWB.NeGal,[Unknown],1975,6300 Pulaski Highway,,Neal Gallico,Mural,missing,,,City of Baltimore - BOPA,Beautiful Walls for Baltimore (BOPA),"Rodney Cook,DPW Staff Members",,,,Baltimore,MD,21205,Department of Public Works,,,Outdoor,painted mural,No longer visible,1975.015.BWB.NeGal.JPG (https://v5.airtableusercontent.com/v1/13/13/1670558400000/yJuoCQhge_1RY6NGkcZbVg/fPTT507fVYlJv4afzIPLGMeN_A3cf9q1Cuwm_iHLQ5339Am85KN5w_CMffT3UgSO/5equkfyPu-wVdZ85x5x99Agg2YN--d_AQS0J6wq0Kko),,,,Male,,,,,,,,District 2,Pulaski Industrial Area,Claremont/Armistead,6371,,,,,39.3033055,-76.5447958,12/8/2022 2:54pm
1975.032.BWB.NeGal,[Unknown],1975,1100 N. Eutaw Street,,Neal Gallico,Mural,,,,City of Baltimore - BOPA,Beautiful Walls for Baltimore (BOPA),Rodney Cook,,,,Baltimore,MD,21201,Department of Employment,Room 110,,Indoor,painted mural,,"1975.032.BWB.NeGal (2).jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/dwHuCO8YC6Fa6gBBvLuPvA/qmgh3Wqp8XWFOZgFpU8FickHjqalLsikjOyvJtCkqkuSlfylLf5GnzkKUbS-Frkw/D8Us6Mx2541sdgFBYjp_-v4iojSs7VA-qV7vNu64RH4),1975.032.BWB.NeGal.jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/busHN8RfZQx0rizPtL1Viw/ODGQqJx9ibFrcRg38cJW2VAy950oRO44f9HrG0L7YwlI4f27uqTxy8dFvYaEUoa4/VPkbb6uRIuvkIrMPEyQeOwVQ97kOZ5b97JJUlIGzJ54)",,,,Male,,,,,,,,District 11,Upton,Upton/Druid Heights,6729,,,,,39.3023026,-76.6270982,12/8/2022 2:54pm
1975.016.BWB.RoHie,[Unknown],1975,1 N. Howard Street,,Robert Hieronimus,Mural,missing,,,City of Baltimore - BOPA,Beautiful Walls for Baltimore (BOPA),"Jennifer Gibbs,Kim Davenport",,,,Baltimore,MD,21201,Webster Clothes Building,East Side of Building,,Outdoor,painted mural,No longer visible,"1975.016.BWB.RoHie.jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/k3AQK0pW8haUvCJCBRfjFw/sbrnY3lTL7Qw8ma2M6l0gze0c-FolV7iTWN2vZ_uo2QBlaLaVCsWv_V1ifwLhJO2/3SBk5RFSY5pr6R815aRmfW9N6y-pv3Hh0rdD2n7hsWc),1975.016.BWB.RoHie (3).jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/Vw9wILYY05aCv7KxDicLpw/vTyx-Qo_nt08nuU8lBBBk9QStqULG_0n9zj5j3g7A9kCFkO5MXeBOJeOvoH7cKV8/NIN4uqHPUTZmu5igPpFnzYww5jDeXT6unlfKP56yuxk),1975.016.BWB.RoHie (2).jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/bkWQadSzbjEHJxA5SoiQ0w/R7AzpwNBodYCGNYzv314ptj178qNeE9PId16nRWGq98FiZaq08VfMHvKm7VGuvzO/EcAA57UXuS3KNCA29c2iNYGJLzNr2JP3WNTek9h3uXE),1975.016.BWB.RoHie-Photo1975.jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/DHSQ6u3wsnkaKNBpeHJ1og/p6qAxICWmsOe8g1f0yA4u2YC8Qdy9JOrpWaE7AOyjoWcyKLWrl_uCjC68sdMNcVj4MgETRvZzqWDGTTrnLDVrA/teAfbMyz3brrOnwiW16rVwJzcpaBFSM7xymhKwAK4lw),1975.016.BWB.RoHie-Photo1975 (2).jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/TiPXi2qI_nagduaTglKzEg/dK-QRZSDd-Nk--tWss7cWfMnGHu8B22pfMh9n8YF12elEp_LveIHhd7ZmxpZOJX-G4wDzmJwdFBTJpl050YZNA/5uWbmMy3fXZPOTGHmHOXAMbkxGxlvcdRFfmhYlbBOJw)",,,,Male,,,,,,,,District 11,Downtown,Downtown/Seton Hill,6611,,,,,39.2895989,-76.6191317,12/8/2022 2:54pm
1975.024.BWB.RoHie,[Unknown],1975,920 W. 36th Street,,Robert Hieronimus,Mural,"painted over,replaced",,,City of Baltimore - BOPA,Beautiful Walls for Baltimore (BOPA),Jennifer Gibbs,,,,Baltimore,MD,21211,,North Side of Building,,Outdoor,painted mural,Mural has been replaced by a new design by the same artist,"1975.024.BWB.RoHie.jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/Kqiqij_Alufyk6WJgRQA3g/GJDyKRmratzejisLMiNLsk2ezs31SGEBmcoduPwQ69M4e-qGpbyl-cdR2X_ThC91/mS2TWMijXOo8zrVZfmC43mFvXHYBDiN7dcMYKXlmLXU),1975.024.BWB.RoHie (4).JPG (https://v5.airtableusercontent.com/v1/13/13/1670558400000/YcaSJUJZwhyN2EzmGe9JBA/CZ4kXgil1vmIXA1SPLO_7NS3I5q0NsbjmK2VqhzQCwvZHr9KqCpNgn06hWfr2AfL/-Mr2iDGuTq5CmeIY1quunF_bMRXq3t1eBeoIP9xT6Ts),1975.024.BWB.RoHie (3).jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/Dr8Uqy-mbV2BwNdi3wsCCg/vl_o5SYnmXiFO8vSchBGVehV-W23vtD_oO1uJswZrWdjUGLTNfSJGZyZTEpah623/M0wLuMpx32OClqGM91lJYsamNVc5QXMOoJclaSBptII),1975.024.BWB.RoHie (2).jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/BGrq_IR3h243dg87LrBt8Q/Bf6gjdg1rnJ7bcMqy4qRZiHHEwSuDXM_TGqUNJvl1_GiXrvvyGuhzX6FKjxxzlEN/ASs272acHd2e4SoYMhSTEsIX8ijvjIVHQgvdMwTUQ3U),1975.024.BWB.RoHie.jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/P2aXV4KrcJwGWCr3vHAlLg/eJM7tVvbeRbucyRIY0g62u6ztsBeSfnXK6i5viMZ9YbARMnjUwOS8yh8HIPuOadM/J4peCaj5wF1j71kEF8RTBozqNTwrS3Ihp80rJqeAiBA),1975.024.BWB.RoHie (4).jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/kv_hVmJtttX9H2BpykgsHA/wDnuWNPk4RaIO7lG624c2wm117J17_fe1ANNyi_hWYrNh6ynMaTrqbuWx1WAeXu1/jJeKl4CeemdJtfSHECqp1dIagHVuhvcV-5R3FpZVt30),1975.024.BWB.RoHie (3).jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/djQg-80N2rxW5xrPlTX7nA/Vh0oCQ3Mvfh_-9JWBjGhcB4ncZI8OpYnkjhSYz5R3W3d_nrEdK2YNsHcJ96meOAd/eyg7p-ilfVJF8V6N7RKnU8U4UActovOJugVkbs6OBcg),1975.024.BWB.RoHie (2).jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/HJiLk3oTjxAdEDrwP9wcJg/brixt5ShZx6mTJzbJE8hcQDDa7vcEF1L6Z8yYYRf65oczUYQ9eXmUQYNskcZdBGH/HhTTvxZa2PNKtq4jxyeOE5-U1SHiUEu1KJ6yDzBAkhU)",,,,Male,,,,,,,,District 14,Hampden,Medfield/Hampden/Woodberry/Remington,2420,,,,,39.330945,-76.632407,12/8/2022 2:54pm
1975.020.BWB.RoCoo,[Unknown],1975,21 S. Eutaw Street,,Rodney Cook,Mural,missing,,,City of Baltimore - BOPA,Beautiful Walls for Baltimore (BOPA),Neal Gallico,,,,Baltimore,MD,21201,Bromo Seltzer Arts Tower,East Side of Building,,Outdoor,painted mural,No longer visible,"1975.020.BWB.RoCoo.jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/9kPV3dKDdmJ2prmP2RXkyg/asSUe3nlgdrz84PD5qOdhOD4zQOZPhOayconsOxueWPd7oxdJPi2dxfide-N06nV/GjME9hwY3aozsW6EygOc47tp8virG21c7bsj7-5NUdY),1975.020.BWB.RoCoo (6).JPG (https://v5.airtableusercontent.com/v1/13/13/1670558400000/UdzqOq4Kynidc5gEIgw_fw/Tt-H23d11TehWWerFsENXCkZO1MsxvTHi1Lj4z6ocgUibrTWDcJHvBswX7U8OWzq/ZHyv-1engU2RPGX6yAEWIQK7ELcQI8fZes5twH5HU_E),1975.020.BWB.RoCoo (5).jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/Br6hDVqn27K_V3lS5DkmBg/mjQNjyvySq_czjWbdaBBH40a11Ukgmc6DAMVVI74MLYd_sJuPJjcRcYnlhSZ3BQd/drTNRd6GNnt5WV0y9yyRm_u5ys-lh3cKr7ddBTiatmI),1975.020.BWB.RoCoo (4).jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/4yUp0sbCQv0iJJ4Upyl3fw/No8Dib25w3u-R4NKZSXWIkoVm1ztcoD_glKgN3jc6ddW7jpxis4II_7-kcozrFFp/4B8jsIzWyKwwlkZjT7IZ14GOxDHRTYO5SkUFB8oSojw),1975.020.BWB.RoCoo (3).jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/_pxXtSzqvnACLFqojRaZlg/Bece4aPX-1ynJJj-VadeXeWOMjKvO0U2urrAGDhGBZ6pXBKFKqtHkYCKRdt-3Gx1/G9dT5sW27pIt95-SljHYIxIDpFcRdHbGoyJLDBfFmzg),1975.020.BWB.RoCoo (2).jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/BY3F-zsJW9sww1ziiRJV5g/xvzJWm-aeo42hPDA3zTgWYb18QnkqnQLW8-JH0twVDzqB3ERKfe2RaL3cK6QARxj/V1Ev3K7-LLjxhlSn0yXr-pHV5T263EW5gW0oWgdnAno),1975.020.BWB.RoCoo-Photo1975.jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/icJP0BlGko-NdSH5oNy_tg/hUAnQ4spJksVuHCAMGrKAS5nkR0DTYibkPFgFfQxy-JBA6ms3l_vHOPdpuCTOqn08z2qJiPstzD234gj9S3YXg/jXht38PmD5rtfcfXjdE1hHCqAFHl3m2BDN6oR_D9UOI),1975.020.BWB.RoCoo-Photo1975 (2).jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/OVT8mZlGlHpbBHrb1gYpGQ/Z5xV7vrIa6Xe5sZwbJr-8jQizLLcZxGEJWIv9f65NSlroJDn8xs01fXUVUtusYftc30pvESs0VsmVZBk1icYsA/IZ8BHbd5rEtMVO6o0zLEJoOsEIXDmnerN_R0KcLHqi0),1975.020.BWB.RoCoo.jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/Ih-UbriQzFw5ZZplIJmccA/ADcjMSlj9vHylEx559ttDrhU52tgX9nXnDq1mExmnZa2VaYYbk1JrM_g_c_Mnx7J/_oV5ZZ6Siu_WpmFVRVhNZpl5Bg-4ItHMlPrHhNtUv8Y)",,,,Male,,,,,,,,District 11,Downtown,Downtown/Seton Hill,2548,,,,,39.287667,-76.620623,12/8/2022 2:54pm
1975.023.BWB.RoSpe,[Unknown],1975,414 E. 27th Street,,Ronald Spencer,Mural,missing,,,City of Baltimore - BOPA,Beautiful Walls for Baltimore (BOPA),Nicholas Aumiller,,,,Baltimore,MD,21218,East Side of Building,Facing Harwood Park,,Outdoor,painted mural,No longer visible,"1975.023.BWB.RoSpe.jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/ygMbHm37-HoJ3JPnh0021g/_GRuMApSdVaxIE1dSep91SdCmYGsX9QmBcoW46oo0HjKl09BS8lbrabS90kdGbOz/3mVbrUOq7LMy8malFYAmeg3Xz9lM83sUwYQzVLuNitM),1975.023.BWB.RoSpe.jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/NNotwibNWkFCkUxMF2hCnw/youy4ivfeeXW-HtJilpdT56a1Z6LsgbT4VtEF7L_Rlf2bBWTORh0YffWIrpT2aQh/XmA9r6bYs2WR-aktmG-eeGmEUp8iRlMoznZUdXtE_YA),1975.023.BWB.RoSpe (2).jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/Kre16CGdlbSfzefHFRdV0g/dbakUXp5dCSgwb6ifrTlfvHQTKmyLcWY2GMOt7bjT1FjQH07yDhXwMj89uZh-rW4/oGgfu81_PL96yfCK7TjrJvVNN_VMDXkTtoqYlbyuZHs)",,,,Male,,,,,,,,District 14,Better Waverly,The Waverlies,9266,,,,,39.320680,-76.609291,12/8/2022 2:54pm
