ID,Title of Artwork,Year,Street Address,Address Data,Primary Artist,Type,Current Status,Property Ownership,Agency or Insitution,Stewardship Responsibility,Program ,Artist Assistants ,Architect,Creation/Dedication Date,Arts District,City,State,Zipcode,Location Name,Location Description,Related Property,Indoor/Outdoor Accessible,Medium,Description of Artwork,General Images,Subject (Person),Comments and Notes,Dimensions,Primary Artist Gender,Fabricator,Maintenance/Conservation Notes,Save Outdoor Sculpture file on record,Funding Source,Wikipedia URL,Year Accuracy,osm_id,Council District,Neighborhood,Community Statistical Area (CSA),4 digit UID,Survey,Activity,Activity Notes,Ownership Accuracy,Latitude,Longitude,Modified
,Union Square Entrance Mural [Wall 2],2022, 132 S. Gilmor Street,,"Nether,Arts + Parks",Mural,in place,,,,,,,5/3/2022,,Baltimore,MD,,,,,Outdoor,mural,,,,Date from Nether Instagram post: https://www.instagram.com/p/CdGf2fOuyEM/,,Male,,,,,,,,,,,,,,,,39.28549305820471,-76.64244244328431,9/23/2022 12:14pm
,Union Square Entrance Mural [Welcome to Union Square],2022, 121 S. Gilmor Street,,"Nether,Arts + Parks",Mural,in place,,,,,,,5/3/2022,,Baltimore,MD,,,,,Outdoor,mural,,,,Date from Nether Instagram post: https://www.instagram.com/p/CcnmmmfOjmb/,,Male,,,,,,,,,,,,,,,,39.285559024921554,-76.64197664911005,9/23/2022 12:14pm
,,2022,1525 Ramsay Street,,Nether,Mural,in place,,Mount Clare Community Council,,,,,6/1/2022,,Baltimore,MD,,,,,Outdoor,mural,,,,Approximate date,,Male,,,,,,,,,,,,,,,,39.28318822279169,-76.64145691661219,9/23/2022 12:14pm
,[Calhoun and Ramsay Street Mural],2022, 402 S. Calhoun Street,,Nether,Mural,in place,,Mount Clare Community Council,,,,,6/15/2022,,Baltimore,MD,,,,,Outdoor,mural,,,,Approximate date,,Male,,,,Lowe's Home Improvement,,,,,,,,,,,,39.28321532235889,-76.63947532333381,11/30/2022 12:24pm
,[Woman with flower mural - location needed],2022,,,"Adam Stab,polenhunny",Mural,in place,,Mount Clare Community Council,,,,,6/20/2022,,Baltimore,MD,,,,,Outdoor,mural,,,,Date from Mount Clare Community Council Instagram post: https://www.instagram.com/p/CfDP6UTs34c/,,Male,,,,,,,,,,,,,,,,,,9/23/2022 12:14pm
,[Woman with leaves and stones mural],2022,1300 McHenry Street,,"""Ernest Shaw, Jr."",Nether",Mural,in place,,Mount Clare Community Council,,,,,7/1/2022,,Baltimore,MD,,,,,Outdoor,mural,,,,Approximate date; collaboration between Nether and Ernest Shaw,,"Male, Male",,,,,,,,,,,,,,,,39.28471784075569,-76.63804238736645,9/23/2022 12:14pm
,,2022,404 S. Stricker Street,,"Nether,MasPaz",Mural,in place,,Mount Clare Community Council,,,,,7/15/2022,,Baltimore,MD,,,,,Outdoor,mural,,,,Approximate date,,"Male, Male",,,,Lowe's Home Improvement,,,,,,,,,,,,39.28299046670665,-76.64081832631827,9/23/2022 12:14pm
,Dee's Place Welcome Mural,2021,1212 N. Wolfe Street,,Ali Mirsky,Mural,in place,,,,,,,,,Baltimore,MD,21213,Historic East Baltimore,Outdoor - Historic East Baltimore,,Outdoor,painted mural,outdoor painted mural ,,,,,,,,,,,,,,,,,,,,,,,11/18/2022 9:55pm
,East Preston Street Pocket Park Community Mural,2021,1756 E. Preston Street,,Justin Nethercut,Mural,in place,Mayor & City Council,,,,Arts + Parks,,,,Baltimore,MD,21213,Broadway East Community,End of row community park,,Outdoor,painted mural,End of row community park,,,,,,,,,,,,,,,,,,,,,39.30558062757485,-76.59271382929941,11/18/2022 10:04pm
,Elwood Park,2021,3030 Jefferson Street,,Andy Dahl,Mural,in place,Mayor & City Council,Baltimore City Department of Recreation & Parks,,,,,,,Baltimore,MD,21205,Elwood Park,,Elwood Park,Outdoor,mural,,,,,,Male,,,,Southeast CDC General Funds,,,,,,,,,,,,39.296485,-76.574230,12/21/2021 9:49pm
,It all begins with a dream,2021,4600 Lanier Avenue,,Iandry Randriamandroso,Mural,in place,,,,,,,,,Baltimore,MD,21215,,,Park Heights Academy,Outdoor,painted mural,,,,Assisted by Kenneth C. Clemons and others (see Iandy IG account for image),,Male,,,,,,,,,,,,,,,,,,11/18/2022 9:52pm
,North Avenue Rising,2021,1601 North Avenue,,Megan Lewis,Mural,in place,Mayor & City Council,,,,,,,Black Arts District,Baltimore,MD,21217,Druid Heights,Indoor - inside subway station at Penn-North,,Indoor,painted mural,South facing mural inside Penn-North Metro Subway Station,,,,,Female,,,,,,,,,,,,,,,,,,11/8/2022 3:19pm
,Sankofa,2021,333 W. Camden Street,,"""Ernest Shaw, Jr.""",Mural,in place,,,,Birdland Murals,,,,,Baltimore,MD,,Oriole Park at Camden Yards,,,Outdoor,mural,,,,,,Male,,,,,,,,,,,,,,,,39.284696553244494,-76.62117165684045,9/29/2022 4:27pm
,Together Govans,2021,4300 York Road,,Iandry Randriamandroso,Mural,in place,Mayor & City Council,,,,,,,,Baltimore,MD,21212,Govans,Outdoor at Walter P Carter,Walter P. Carter ES,Outdoor,painted mural,North facing mural at 43rd Street & York Road,,,"Assts: Desiree Thaniel. Kiyan Reid, Antoine Padonou, Jamya Edwards, Sherrill Richardson, Amelia Henry, Nukieah Brooks, Kasshae White",,Male,,,,,,,,,,,,,,,,,,11/8/2022 3:26pm
,Unity,2021,1758 Park Avenue,,"""Ernest Shaw, Jr.""",Mural,in place,,,,,"Gaia,LaToya D. Peoples,Justin Nethercut",,,,Baltimore,MD,21217,Bolton hill,Outdoor - Bolton Hill - 1758 Park Avenue,,Outdoor,painted mural,Mural,,,,,Male,,,,,,,,,,,,,,,,39.31049343458703,-76.62816482298553,11/18/2022 10:02pm
,Untitled,2021,300 Pontiac Avenue,,"Annie Howe,Andy Dahl",Mural,in place,,,,,,,,,Baltimore,MD,21225,Baybrook - Outdoor - 300 S. Pontiac Street,Outdoor 300 S. Pontiac Street,,Outdoor,painted mural,Outside,,,Exterior wall of Maree Farring Elementary/Middle School,,Male,,,,,,,,,,,,,,,,39.23693845586548,-76.60703262347086,11/18/2022 10:29pm
,Untitled,2021,2135 E. North Avenue,,"""Ernest Shaw, Jr.""",Mural,in place,,,,,,,,,Baltimore,MD,21213,New Broadway East Baltimore,Duncan St. Miracle Garden,,Outdoor,painted mural,Outdoor mural in Duncan St Miracle Garden in East Baltimore,,,,,Male,,,,,,,,,,,,,,,,,,11/18/2022 9:55pm
,[Fox and forest mural],2021,300 S. Woodyear Street,,"Nether,Hiro Hubbard,Carter Roach",Mural,in place,,,,,,,2/2/2021,,Baltimore,MD,,,,,Outdoor,mural,,,,Date from Mount Clare Community Council Instagram post: https://www.instagram.com/p/CKzIxTcp3Xt/,,Male,,,,,,,,,,,,,,,,39.28444118014761,-76.6387755513151,11/18/2022 10:29pm
,Together Govans,2021, 4229 York Road,,"Iandry Randriamandroso,Desiree Thaniel",Mural,in place,,,,Art@Work,"Kashae White,Nukieah Brooks,Amelia Henry,Sherrill Richardson,Jamya Edwards,Antoine Padonou,Kiyan Reid",,8/5/2021,,Baltimore,MD,,,,,Outdoor,mural,,,,,,"Male, Female",,,,"Art@Work Program (BOPA),INSPIRE- Department of Planning Community Art",,,,,,,,,,,,39.34085535043104,-76.60934998948085,11/18/2022 10:35pm
,Eager Park Community Mural,2021,1101-1125 N. Wolfe Street,,LaToya D. Peoples,Mural,in place,,,,EBDI Public Arts and Placemaking Workgroup,,,8/14/2021,,Baltimore,MD,21213,Eager Park,Southeast corner of East Biddle Street & North Wolfe Street; Located on north side of the building at the corner of E. Biddle and N. Wolfe Streets,,Outdoor,painted mural,outdoor - painted mural - in community park,,,"First project for EBDI Public Arts and Placemaking Workgroup.     Darrian Alexander, a rising 9th grader and recent graduate of Henderson-Hopkins;     Randolph Scott, a lifelong Middle East/Eager Park resident and retired Army veteran;     SirKaeden Carr, a rising 1st grader at Henderson-Hopkins;     Delegate Hattie Harrison, a lifelong resident and champion of East Baltimore who represented the 45th District as a State Delegate in the Maryland General Assembly from 1973 until she passed in 2013 as the longest-serving member of the Maryland House of Delegates and the first African American woman to chair a major committee;     Latisha Jackson, a Henderson-Hopkins teacher, and her son, Daryll Thames, a rising 4th grader at Henderson-Hopkins; and     Sol Aloe, a rising 4th grader at Henderson-Hopkins from https://www.wmar2news.com/news/local-news/new-mural-in-east-baltimore-celebrates-depicts-notable-residents",,Female,,,,,,,,,,,,,,,,39.30426790706103,-76.59102174181557,11/18/2022 9:48pm
,[Bluebird and girl mural],2021,1701 Cole Street,,Nether,Mural,in place,,Mount Clare Community Council,,,,,11/23/2021,,Baltimore,MD,,,,,Outdoor,mural,,,,Date from Mount Clare Community Council Instagram post: https://www.instagram.com/p/CWo7I3nMeb0/,,Male,,,,Lowe's Home Improvement,,,,,,,,,,,,39.282025424510074,-76.64354782475974,9/23/2022 12:14pm
,"[Flowers, birds, and key mural]",2021,1621 Cole Street,,"Nether,Arts + Parks",Mural,in place,,Mount Clare Community Council,,,,,12/28/2021,,Baltimore,MD,,,,,Outdoor,mural,,,,Date from Mount Clare Community Council Instagram post: https://www.instagram.com/p/CYDJFaONWM1/,,Male,,,,Lowe's Home Improvement,,,,,,,,,,,,39.28207378620673,-76.64305054812776,9/23/2022 12:14pm
,"""Serenty Courage Wisdom"" Mural",2020,1820-1828 W. Saratoga Street,,Bridget Cimino,Mural,in place,Private Property,,,,,,,,Baltimore,MD,21223,Kirby Lane Park,,Kirby Lane Park,Outdoor,mural,,,,,,Female,,,,,,,,,,,,,,,,39.292173790398266,-76.64634961748472,9/22/2022 6:43pm
,[Welcome to Waverly mural],2020,3011 Greenmount Avenue,,Gaia,Mural,in place,Private Property,,,,,,,,Baltimore,MD,,,,,Outdoor,mural,,,,,,Male,,,,,,,,,,,,,,,,39.32569846456727,-76.60926250214196,9/22/2022 11:55pm
,Bee Great,2020,1133 Greenmount Avenue,,Renz Balagtas,Mural,in place,,,,,"Sam Rientenbach,Jack Coyle",,,,Baltimore,MD,21202,Johnston Square,Southeast corner of E Biddle Street and Greenmount Avenue,,Outdoor,painted mural,Outdoor - painted mural in Johnston Square,,,,,,,,,,,,,,,,,,,,,39.30363393895357,-76.6076805240615,11/18/2022 10:38pm
,Butchers Hill Stoop Story,2020,12 N. Collington Street,,Justin Nethercut,Mural,in place,,,,,,,,,Baltimore,MD,21231,Butcher's Hill,mural situated in alley in Butcher's Hill,,Outdoor,painted mural,Outdoor painted mural in alley in Butcher's Hill,,,,,,,,,,,,,,,,,,,,,,,11/18/2022 9:55pm
SECDC,Corona Grocery Mural,2020,3520 E. Lombard Street,,Jeff Henriquez,Mural,in place,Private Property,Southeast CDC,,,,,,,Baltimore,MD,,Corona Grocery,,,Outdoor,mural,,,,,,Male,,,,Healthy Neighborhoods,,,,,,,,,,,,39.2915316,-76.5676276,9/22/2022 9:48pm
SECDC,Pegasus [Greektown],2020,,,Dominic Terlizzi,Sculpture,in place,,Southeast CDC,,,,,,,Baltimore,MD,,Eastern Avenue and S. Lehigh Street,Greektown,,Outdoor,aluminum,,,,,,Male,,,,Baltimore Regional Neighborhood Initiative (BRNI),,,node/7449617273,,,,,,,,,39.2870167,-76.5579648,9/22/2022 9:48pm
,Wall of Pride: Back to the Future,2020,1611 N. Carey Street,,"""Ernest Shaw, Jr.""",Mural,in place,,,,,"Gaia,Deborah Mason,Justin Nethercut,F. Michele Santos,Shawn James",,,,Baltimore,MD,21217,Cumberland Park,Facing north in Cumberland Park,,Outdoor,painted mural,Outdoor - painted mural - facing north in Cumberland Park,,,,,Male,,,,,,,,,,,,,,,,39.308130,-76.641427,11/21/2022 10:10am
,[Killer Cat],2020,3604 Elm Avenue,,Nether,Mural,in place,Private Property,,,,,,7/21/2020,,Baltimore,MD,,,North sidewall of building,,Outdoor,mural,Supported by Mammoth Properties,,,Date from Nether Instagram post: https://www.instagram.com/p/CC6ilP6JQ80/,,Male,,,,,,,,,,,,,,,,39.33139391825128,-76.6314900796465,9/23/2022 12:11pm
,Rep. Elijah Cummings Memorial Mural,2020,1233 Druid Hill Avenue,,Adam Stab,Mural,in place,,,,,,,10/17/2020,,Baltimore,MD,,,,,Outdoor,mural,,,,,,Male,,,,,,,,,,,,,,,,39.301908238178406,-76.62819270143821,9/29/2022 4:23pm
,All Power to the People,2020,1917 Greenmount Avenue,,"MasPaz,GUACHE",Mural,in place,Private Property,,,,,,11/11/2020,,Baltimore,MD,,,,,,mural,,,,,,Male,,,,,,,,,,,,,,,,39.31214517909596,-76.60932681475758,9/29/2022 4:23pm
,A Great Day for Learning,2019,4301 W. Bay Avenue,,Megan Lewis,Mural,in place,,,,,,,,,Baltimore,MD,21225,Brooklyn - Curtis Bay,Brooklyn - Curtis Bay - Baltimore City,Curtis Bay Middle School,Outdoor,painted mural,Mural - outdoor - Curtis Bay Elementary/Middle School,,,Painted mural - outdoors,,Female,,,,,,,,,,,,,,,,,,11/18/2022 9:55pm
,Bee Kind,2019,924 E. Biddle Street,,Renz Balagtas,Mural,in place,,,,,"Sam Rientenbach,Jack Coyle",,,,Baltimore,MD,21202,Johnston Square Community,"Outdoor, Johnston Square, East Baltimore",,Outdoor,painted mural,Outdoor painted mural in East Baltimore - Johnston Square Community,,,,,,,,,BOPA Community Arts Grant,,,,,,,,,,,,39.30408040864419,-76.60415749095095,11/18/2022 10:01pm
,"Joy, Happiness, Fun",2019,5501 Ivanhoe Road,,Iandry Randriamandroso,Mural,in place,,,,,,,,,Baltimore,MD,21212,Govans - Walter J. Dewees Recreation Center,Ourdoor - painted mural - Govans - Walter J. Dewees Recreation Center,Walter J. Dewees recreation Center,Outdoor,painted mural,Painted mural outdoor in Govans at Walter J. Dewees Recreation Center,,,"Assts: Amelia Henry, Savannah Jackson, Joanna Hollins, Makayla McClinton, Sire Rodgers, Hope Sacco, Olivia Thomas, Traenard Thompson, Dan Zembower",,Male,,,,,,,,,,,,,,,,39.35632628588041,-76.60408220842831,11/18/2022 10:06pm
,Legacy,2019,2304 Greenmount Avenue,,"""Ernest Shaw, Jr.""",Mural,in place,,,,,"Gaia,Pablo Machioli,Multisse",,,,Baltimore,MD,21218,Barclay,Greenmount - East Baltimore - Barclay Community,Greenmount Recreation Center,Outdoor,painted mural,Painted outdoor mural at Greenmount Recreation Center,,,,,Male,,,,,,,,,,,,,,,,,,11/9/2022 3:23pm
,Mount Clare Entrance Park,2019,S. Gilmor Street and W. Pratt Street,,Nether,"Mural,Landscape",in place,Private Property,,,,Arts + Parks,,,,Baltimore,MD,,,,,Outdoor,painted mural,,,,,,Male,,,,"Southwest Partnership,Chesapeake Bay Trust",,,,,,,,,,,,39.28525900416732,-76.64202672534687,9/22/2022 9:05pm
,"One Baltimore, Many Shades [#OneBaltimoreManyShades]",2019,5315 York Road,,S. Rasheem,Mural,in place,,,,Art@Work,Jerome Staten Jr,,,,Baltimore,MD,21212,Govans,Govans - York Road - Outdoor painted mural,,Outdoor,painted mural,Outdoor painted mural on Woodbourne Avenue side of building,,,"Assts: Elizabeth Dorsey, Anya Dorsey, Perryion Harris, Donte McKoy, William Morton, Makayla Nichols, Briasia Pratt, Deonna Way, Jason Smith Jr",,,,,,Art@Work Program (BOPA),,,,,,,,,,,,39.35523309122097,-76.60815146826522,11/18/2022 10:40pm
,One Preakness,2019,5000 Park Heights Avenue,,Iandry Randriamandroso,Mural,in place,Private Property,,,,,,,,Baltimore,MD,21215,Park Heights,Park Heights - South facing wall of Harbor Bank,Harbor Bank,Outdoor,painted mural,Painted outdoor mural in Park Heights - Preakness theme ,,,Assissted by Herb Massie and community artists,,Male,,,,Baltimore Mural Program (BOPA),,,,,,,,,,,,39.34744805427229,-76.67383370564482,11/18/2022 9:48pm
,Pimlico Golden Garden,2019,3100 Spaulding Avenue,,Nether,"Mural,Landscape",in place,Private Property,,,,Arts + Parks,,,,Baltimore,MD,,,,,Outdoor,painted mural,,,,,,Male,,,,Healthy Neighborhoods,,,,,,,,,,,,39.34875,-76.67403,9/22/2022 9:00pm
,Rachael Wilson Memorial Mural,2019,123 S. Calverton Street,,Justin Nethercut,Mural,in place,,,,,,,,,Baltimore,MD,21223,Boyd-Booth community,"Outdoor, painted mural in Boyd-Booth community in 21223",,Outdoor,painted mural,Painted outdoor mural,,,Memorial for Rachael Wilson,,,,,,,,,,,,,,,,,,,,11/18/2022 9:55pm
,Racheal Wilson Memorial Project,2019,S. Calverton Road and Fredrick Avenue,,Nether,Mural,in place,Private Property,,,,Arts + Parks,,,,Baltimore,MD,,,,,Outdoor,painted mural,,,,Point location is approximate,,Male,,,,,,,,,,,,,,,,39.28567901140082,-76.65032936750872,11/18/2022 9:45pm
,Straight Outta Baybrook,2019,4501 Farring Court,,"""Ernest Shaw, Jr.""",Mural,in place,,,,,,,,,Baltimore,MD,21225,Baybrook,Farring-Baybrook Recreation Center,,Outdoor,painted mural,Painted mural - outdoor - at Farring-Baybrook Recreation Center,,,"Assts: Desiree Thaniel, Markel Cox, David Brown, Jr, Teala Humphries, Jaylyn Pendleton, Kiyae Woods, Darien Triplett, Jaylen Wilder",,Male,,,,,,,,,baybrook,,,,,,,,,11/8/2022 4:54pm
,Welcome to Charles Village,2019,3117 Saint Paul Street,,C. Ryan Patterson,Mural,in place,Private Property,,,,Rachel Valsing,,,,Baltimore,MD,21218,,"Courtyard between two commercial buildings with murals on both building sidewalls (larger on north side, smaller on south)",,Outdoor,mural,,,,,,Male,,,,,,,,,,,,,,,,39.32639533622531,-76.61566655680761,9/22/2022 6:40pm
,[Mission Fit Baltimore mural],2019,2720 Sisson Street,,Nether,Mural,in place,Private Property,,,,,,5/18/2019,,Baltimore,MD,,,,,Outdoor,mural,,,,Date from Nether Instagram post: https://www.instagram.com/p/BxnHov_J1Ff/,,Male,,,,,,,,,,,,,,,,39.31894458133566,-76.62498119684462,9/29/2022 4:23pm
,[Butterfly mural],2019,1638 Cole Street,,Francisco Enuf Garcia (@enuf86),Mural,in place,,Mount Clare Community Council,,,,,5/28/2019,,Baltimore,MD,,,,,Outdoor,mural,,,,Additional artist possible? Date from Mount Clare Community Council Instagram post: https://www.instagram.com/p/ByAp9ltpEGR/,,,,,,,,,,,,,,,,,,39.28232255857754,-76.64333174194718,9/23/2022 12:14pm
2019.001.PfA.WhFrazCrMic,[Pimlico INSPIRE],2019,4800 block of Pimlico Road,Block,"Whitney Frazier,Crystal Micriotti","Mural,Sculpture,Horizontal Mural",in place,Mayor & City Council,"Baltimore City Department of Transportation,Baltimore City Department of Planning",Baltimore Office of Promotion and the Arts,"Percent for Public Art (BOPA),INSPIRE- Department of Planning Community Art",,,9/1/2019,,Baltimore,MD,21215,Pimlico,Community Green Space (DOT Right of Way) at the intersection of Pimlico Road and Thorndale Ave,,Outdoor,"cast concrete,stainless steel,painted metal,painting","Large Horizontal mural around greenspace, with a custom steel/concrete sculpture on the interior of the garden painted to match the mural.","41FF4E8E-67B9-49F6-A310-CAEEDDC1EEE2.JPG (https://v5.airtableusercontent.com/v1/11/11/1669960800000/XOsZXmYPWRBI1wZWZArsbg/NpZnRHyFuf0ik35SRykGbWhOWXG8M_pa60ebEp_4dCO0TcRhihxoOO-OW4nczK0x19Tu8N6u-oMTBcVMN6QJYpvpOFSU61YimcD-FDNiQB8eUhiFQyxQXHjv6EgHb7U2/cs1Y1NUemT1LT0xpgEfYdd3ZoSgDilXdhH7hZ3N9osY),9DE2253E-F03C-4F85-A9D5-92633F6B16E6.JPG (https://v5.airtableusercontent.com/v1/11/11/1669960800000/1BdSw28KYUnM32XDIVhO_A/wAnF9bd0WBZ3mpzhKaJt6P9I_w7gbEDsdEMceAj0ElMylzepltN9Y1FAblw0NGsgFaNSwhvB1CStJjTKHN5S0jeZ3Yus0sUxlpFLM3UnL7PSeWxt0LIVP8IJ-ujrLJD_/yZKWGP3MYIi514bynToN2orAh33SZIm5rBOqfxVYvBk),43DC23FD-CACD-400C-B9BB-44DBD602B105.JPG (https://v5.airtableusercontent.com/v1/11/11/1669960800000/LGjuuTBBd45KjLy1onbJ8Q/loahp-qQiw16qbNhHoGqiDnsXGIs1esZqmX1YC5R23p_I0IYeB2nx2JN0vYnb4JBUhbL5pClgFLaq16zSB8MyaaqfFPUu8aTTpLloRbcYy6qyfy6YDPJUtZKekXzJ644/S12nccJRg_o3553tGlcWqMayRIN6UTq6UcMoREghdHM),87AE846D-C1DB-4DD5-927C-1F2E069211E5.JPG (https://v5.airtableusercontent.com/v1/11/11/1669960800000/pYHVWCkihvd8n07ZlQuwNA/GBPydb6FEP4asUGGfZ8KkPLmx-mp1Op9gpNmVuFbGrGuySMw6iXZzCY4tXSSohEsd1aqUIP5u0sSoTCavwPu9Ef0VzpgBozUFacz2eDYYOULUVdGS5XrS2eyLNlPipw1/7FOkkHgRTkaFNjgETjffjjL5nGZpZGK9QNsAuMwgPNE),1216FA7C-11ED-495B-B05F-2B5B1D3ADB1D.JPG (https://v5.airtableusercontent.com/v1/11/11/1669960800000/IAqIyIS79gRx1ML8TLtFcQ/3T2aYJ7sV2PAk1dQWIr6g7b4sh-RpSb1FEE5AqdSLcSLhXfCgtuY8p0osQsDbh3XLKPqygL8mlW33Dnmp_xhQGNPAyyu92sO_tA3K4TmZKfv9yOTNqDhXg7T3nCT3Ipy/28Kl0J7U9Vb6CqczKhaeS3lDHnWYP_I8uOGIYY3uudE),B1C2FAD5-CC85-471D-A24A-BA50A892B9FD.JPG (https://v5.airtableusercontent.com/v1/11/11/1669960800000/zL-C4_Kj8ZD3z5bhlZ8dmQ/z-zYDpKEKvua266r5e0cCBnb6OIQqo1b6BY_MmZkV15xKsGVnMPiaFKCew0BTeGD7ZL1zP7aidkk1nBpG9ReC9jpn2HI_Y_Gsg2R3k5RjDD_dZppVN9rtJsgcepQP7z8/OQxGxaJfdxLXAA3bqiueoAwtiEQCpuLvDMvoKg-LAdY),DBCA67AE-6606-4E1B-8A1E-3ABF039D565B.JPG (https://v5.airtableusercontent.com/v1/11/11/1669960800000/V7L3oiXfa9sqdEwfz_PzEQ/hjYRilAK-fmkmUcW28ek0Dcbtd1xBgcuFRkYRGN6cLtDwG7UCa7HVmXwENnyEg4WudqrmVT_uTJO_GWyEAYD_ezrxc_3Dto2ty0WrMgCRqKe7pmCtFkVMFS7Edoiy3Qg/BIAMw7PbBPcVB0Hrkut_9VLCiC-mgWcJ3QgunSlIpPA)",,INSPIRE- Community Arts Project,6'H x 80'W x 80'D,"Female, Female",David Scheper,"See accession documents. Greenspace to be managed by Park Heights Renaissance, Artwork maintenance to be managed by BOPA.",,,,,way/839682886,6,Central Park Heights,Pimlico/Arlington/Hilltop,,,,,,39.347010,-76.669055,8/22/2020 3:09pm
,"[""Mr. Ed the Cat"" mural]",2018,301 Wyman Park Drive,,Gaia,Mural,in place,Private Property,,,,,,,,Baltimore,MD,,,,,Outdoor,mural,,,,,,Male,,,,PNC Transformative Art Grant (BOPA),,,,,,,,,,,,39.32548198338052,-76.62493093505881,9/22/2022 11:54pm
,Black-Eyed Susan,2018,2921 E. Madison Street,,Nether,Mural,in place,Private Property,,,,Arts + Parks,,,,Baltimore,MD,,,,,Outdoor,painted mural,,,,Completed c. Winter 2017 – Summer 2018,,Male,,,,Coca-Cola Bottling Company Consolidated,,,,,,,,,,,,39.30000095458445,-76.5759375418742,9/22/2022 11:14pm
,Bocek Building Bocek,2018,801 N. Linwood Avenue,,Nether,Mural,in place,Private Property,,,,Arts + Parks,,,,Baltimore,MD,,,,,Outdoor,painted mural,,,,Completed c. Winter 2017 – Summer 2018,,Male,,,,Coca-Cola Bottling Company Consolidated,,,,,,,,,,,,39.30024,-76.57648,9/22/2022 9:00pm
